f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,label
37, Private,73715, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Local-gov,138502, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,48, United-States, >50K
41, Private,149102, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, State-gov,287988, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,10520,0,40, United-States, >50K
58, Private,160662, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private,105813, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
62, Private,134768, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
34, Private,430554, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private,240629, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, >50K
37, Private,292855, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,35, United-States, >50K
51, Self-emp-not-inc,24790, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
43, Private,401623, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Jamaica, >50K
34, Private,347166, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
54, Private,163671, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,65, United-States, >50K
50, Private,128478, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private,133937, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, ?,221592, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
60, Private,101096, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, >50K
47, Private,34248, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private,58447, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, United-States, >50K
55, Private,182460, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,35, United-States, >50K
59, Federal-gov,100931, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
90, Local-gov,227796, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,60, United-States, >50K
54, Self-emp-inc,357596, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,55, United-States, >50K
61, Private,238913, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc,276456, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,3103,0,30, United-States, >50K
35, Self-emp-not-inc,153066, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
47, Private,277545, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, ?, >50K
45, Private,77085, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
48, Private,313925, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
45, Private,20534, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,84, United-States, >50K
49, Private,28334, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
40, Private,216237, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
41, Private,32878, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Private,305846, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
47, Private,177087, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, >50K
31, Local-gov,178449, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private,163052, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private,226443, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
30, Private,182771, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc,349986, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
67, Self-emp-not-inc,217892, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,10605,0,35, United-States, >50K
54, Private,167770, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
38, Self-emp-not-inc,423616, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,24, United-States, >50K
29, State-gov,198493, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
52, Private,145548, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov,113337, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,42, United-States, >50K
34, Local-gov,234096, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov,192779, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States, >50K
44, Private,222504, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,45, United-States, >50K
46, Local-gov,175428, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private,177896, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private,181219, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States, >50K
47, Private,176140, HS-grad,9, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, >50K
22, Self-emp-not-inc,214014, Some-college,10, Never-married, Sales, Own-child, Black, Male,99999,0,55, United-States, >50K
44, Local-gov,203761, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private,308540, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private,119359, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,10, China, >50K
60, Private,131681, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Federal-gov,132125, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
46, Local-gov,200947, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private,210714, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, >50K
58, Private,197319, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
67, Private,105252, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,0,2392,40, United-States, >50K
58, Local-gov,217775, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
48, Private,107373, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
41, Private,122215, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
55, Private,141326, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
66, State-gov,162945, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, Black, Male,20051,0,55, United-States, >50K
53, State-gov,43952, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,38, United-States, >50K
50, ?,87263, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,55, United-States, >50K
51, ?,69328, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, >50K
44, State-gov,244974, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States, >50K
43, Private,180985, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
31, Private,574005, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
52, Self-emp-inc,234286, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
49, Private,123681, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
28, Private,378460, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,10520,0,60, United-States, >50K
39, Private,177277, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
64, Self-emp-not-inc,103643, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, >50K
24, Self-emp-not-inc,322931, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
50, Private,123429, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
74, Self-emp-not-inc,292915, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1825,12, United-States, >50K
54, Private,284129, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
38, Private,171150, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private,302406, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc,210164, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc,127894, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
32, Private,37210, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
43, State-gov,198965, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private,89652, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,4787,0,24, United-States, >50K
42, Self-emp-not-inc,99185, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private,145964, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
48, Federal-gov,110457, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private,410450, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,48, England, >50K
48, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K
41, Private,372682, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
59, Self-emp-not-inc,165315, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,43, United-States, >50K
46, Private,228372, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
61, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Federal-gov,189632, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
24, Self-emp-inc,142404, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private,192569, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,39, United-States, >50K
60, ?,204486, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, >50K
46, Private,360096, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
21, Private,548303, HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
50, Self-emp-not-inc,371305, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
60, Private,201965, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc,146042, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3103,0,60, United-States, >50K
49, Self-emp-inc,229737, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,37, United-States, >50K
24, Private,57711, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
43, Self-emp-inc,198316, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov,218995, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
51, Private,306108, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private,222615, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private,210610, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
43, Private,60001, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,44, United-States, >50K
40, Private,163215, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,10520,0,40, United-States, >50K
41, Private,124956, Bachelors,13, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,90, United-States, >50K
48, Private,140782, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1902,38, United-States, >50K
52, Private,162576, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
50, Private,137815, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
54, Self-emp-inc,99185, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, ?, >50K
32, Self-emp-inc,99309, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc,111283, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,99999,0,35, United-States, >50K
46, Private,99835, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
71, Private,196610, 7th-8th,4, Widowed, Exec-managerial, Not-in-family, White, Male,6097,0,40, United-States, >50K
44, Private,104196, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
48, Local-gov,493862, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,38, United-States, >50K
47, Private,169324, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,35, United-States, >50K
29, Self-emp-not-inc,104423, Some-college,10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,4386,0,45, United-States, >50K
48, Private,192894, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Federal-gov,221532, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private,112115, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Federal-gov,297906, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
37, Private,321943, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private,314092, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,48, United-States, >50K
47, Local-gov,198660, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private,63424, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
30, Private,235271, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc,150533, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Self-emp-not-inc,27305, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States, >50K
31, Private,181091, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private,228476, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private,216924, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,44, United-States, >50K
29, Local-gov,383745, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1485,40, United-States, >50K
31, Private,54318, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private,285787, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
67, ?,150264, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,20, Canada, >50K
36, Private,187999, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private,28419, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
43, Private,99212, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,48, United-States, >50K
45, Private,170846, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
37, Private,86551, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
59, Private,176647, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov,224474, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,4934,0,50, United-States, >50K
38, Local-gov,116608, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
41, State-gov,47902, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
29, Private,250967, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,48, United-States, >50K
45, Private,179659, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
46, Private,283037, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private,75227, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,14084,0,40, United-States, >50K
49, Private,187454, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States, >50K
38, Private,187870, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
45, Private,47314, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, ?, >50K
41, Private,355918, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
51, Private,215404, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
50, Local-gov,145166, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
35, Private,953588, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
28, Local-gov,180271, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
46, State-gov,250821, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
37, Private,280282, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,24, United-States, >50K
46, Local-gov,316205, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc,398918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc,121124, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc,195253, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
50, Private,46155, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
28, Private,200515, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
31, Private,178623, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,14084,0,60, United-States, >50K
36, Private,203482, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private,189511, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Germany, >50K
37, Private,280966, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
35, Private,340428, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
45, Private,214068, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
60, Federal-gov,165630, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
44, Self-emp-not-inc,179557, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
49, Private,185041, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
56, Private,247337, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc,145419, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7688,0,45, United-States, >50K
26, State-gov,141838, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
53, Federal-gov,170354, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
26, State-gov,70447, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
78, Self-emp-not-inc,316261, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,99999,0,20, United-States, >50K
33, Private,175697, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
40, Private,94080, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc,607848, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc,135500, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
32, Private,171091, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
46, Self-emp-not-inc,275625, Bachelors,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,60, South, >50K
68, Local-gov,233954, Masters,14, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
24, Private,461678, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
41, Private,120277, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private,116358, HS-grad,9, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,27828,0,48, United-States, >50K
57, ?,300104, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,7298,0,84, United-States, >50K
72, Self-emp-inc,172407, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
45, Private,160647, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,4687,0,35, United-States, >50K
44, Private,277488, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States, >50K
50, Private,48358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
30, Private,103649, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
32, Private,226696, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
41, Self-emp-inc,140365, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
40, Private,77357, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
48, Private,55237, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private,237452, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Cuba, >50K
62, Private,226733, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private,58343, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,42, United-States, >50K
29, Self-emp-not-inc,169544, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
39, Local-gov,177907, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
69, Private,228921, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Male,0,2282,40, United-States, >50K
37, Private,360743, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc,246820, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,48, United-States, >50K
36, Private,178815, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,8614,0,40, United-States, >50K
56, Local-gov,268213, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, ?, >50K
37, Private,116960, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
73, Private,147551, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2174,50, United-States, >50K
62, Private,244087, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
32, Private,108116, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States, >50K
44, Private,134120, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
47, Private,33710, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,60, United-States, >50K
41, Private,177905, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
57, Private,141570, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,40, United-States, >50K
27, Private,129624, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov,61778, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
42, Self-emp-not-inc,177307, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
34, Private,182926, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
40, Private,247880, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
61, Private,159822, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, Poland, >50K
51, Private,255412, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
